Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1880147,-,-,-,31.25,34.82,0,295,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DNI,GHI
2018,1,16,20,30,0,0
2018,1,16,21,30,0,0
2018,1,16,22,30,0,0
2018,1,16,23,30,0,0
2018,1,17,0,30,0,0
2018,1,17,1,30,0,0
2018,1,17,2,30,0,0
2018,1,17,3,30,0,0
2018,1,17,4,30,0,0
2018,1,17,5,30,525,121
2018,1,17,6,30,0,23
2018,1,17,7,30,17,183
2018,1,17,8,30,0,52
2018,1,17,9,30,0,70
2018,1,17,10,30,0,57
2018,1,17,11,30,126,319
2018,1,17,12,30,92,226
2018,1,17,13,30,595,243
2018,1,17,14,30,275,62
2018,1,17,15,30,0,0
2018,1,17,16,30,0,0
2018,1,17,17,30,0,0
2018,1,17,18,30,0,0
2018,1,17,19,30,0,0
2018,1,17,20,30,0,0
2018,1,17,21,30,0,0
2018,1,17,22,30,0,0
2018,1,17,23,30,0,0
2018,1,18,0,30,0,0
2018,1,18,1,30,0,0
2018,1,18,2,30,0,0
2018,1,18,3,30,0,0
2018,1,18,4,30,0,0
2018,1,18,5,30,408,115
2018,1,18,6,30,665,305
2018,1,18,7,30,235,317
2018,1,18,8,30,824,588
2018,1,18,9,30,838,643
2018,1,18,10,30,818,631
2018,1,18,11,30,754,549
2018,1,18,12,30,699,419
2018,1,18,13,30,506,239
2018,1,18,14,30,120,55
2018,1,18,15,30,0,0
2018,1,18,16,30,0,0
2018,1,18,17,30,0,0
2018,1,18,18,30,0,0
2018,1,18,19,30,0,0
2018,1,18,20,30,0,0
2018,1,18,21,30,0,0
2018,1,18,22,30,0,0
2018,1,18,23,30,0,0
2018,1,19,0,30,0,0
2018,1,19,1,30,0,0
2018,1,19,2,30,0,0
2018,1,19,3,30,0,0
2018,1,19,4,30,0,0
2018,1,19,5,30,0,9
2018,1,19,6,30,0,57
2018,1,19,7,30,0,48
2018,1,19,8,30,231,395
2018,1,19,9,30,0,155
2018,1,19,10,30,2,176
2018,1,19,11,30,6,184
2018,1,19,12,30,84,226
2018,1,19,13,30,0,20
2018,1,19,14,30,0,6
2018,1,19,15,30,0,0
2018,1,19,16,30,0,0
2018,1,19,17,30,0,0
2018,1,19,18,30,0,0
2018,1,19,19,30,0,0
2018,1,19,20,30,0,0
2018,1,19,21,30,0,0
2018,1,19,22,30,0,0
2018,1,19,23,30,0,0
2018,1,20,0,30,0,0
2018,1,20,1,30,0,0
2018,1,20,2,30,0,0
2018,1,20,3,30,0,0
2018,1,20,4,30,0,0
2018,1,20,5,30,453,121
2018,1,20,6,30,712,315
2018,1,20,7,30,828,487
2018,1,20,8,30,224,393
2018,1,20,9,30,87,341
2018,1,20,10,30,128,369
2018,1,20,11,30,182,356
2018,1,20,12,30,760,437
2018,1,20,13,30,619,257
2018,1,20,14,30,287,70
2018,1,20,15,30,0,0
2018,1,20,16,30,0,0
2018,1,20,17,30,0,0
2018,1,20,18,30,0,0
2018,1,20,19,30,0,0
2018,1,20,20,30,0,0
2018,1,20,21,30,0,0
2018,1,20,22,30,0,0
2018,1,20,23,30,0,0
2018,1,21,0,30,0,0
2018,1,21,1,30,0,0
2018,1,21,2,30,0,0
2018,1,21,3,30,0,0
2018,1,21,4,30,0,0
2018,1,21,5,30,41,64
2018,1,21,6,30,140,186
2018,1,21,7,30,313,347
2018,1,21,8,30,899,620
2018,1,21,9,30,916,679
2018,1,21,10,30,452,520
2018,1,21,11,30,299,409
2018,1,21,12,30,295,314
2018,1,21,13,30,0,100
2018,1,21,14,30,0,29
2018,1,21,15,30,0,0
2018,1,21,16,30,0,0
2018,1,21,17,30,0,0
2018,1,21,18,30,0,0
2018,1,21,19,30,0,0
2018,1,21,20,30,0,0
2018,1,21,21,30,0,0
2018,1,21,22,30,0,0
2018,1,21,23,30,0,0
2018,1,22,0,30,0,0
2018,1,22,1,30,0,0
2018,1,22,2,30,0,0
2018,1,22,3,30,0,0
2018,1,22,4,30,0,0
2018,1,22,5,30,47,66
2018,1,22,6,30,331,275
2018,1,22,7,30,415,431
2018,1,22,8,30,440,540
2018,1,22,9,30,404,583
2018,1,22,10,30,390,573
2018,1,22,11,30,343,499
2018,1,22,12,30,255,370
2018,1,22,13,30,123,203
2018,1,22,14,30,6,37
2018,1,22,15,30,0,0
2018,1,22,16,30,0,0
2018,1,22,17,30,0,0
2018,1,22,18,30,0,0
2018,1,22,19,30,0,0
2018,1,22,20,30,0,0
2018,1,22,21,30,0,0
2018,1,22,22,30,0,0
2018,1,22,23,30,0,0
2018,1,23,0,30,0,0
2018,1,23,1,30,0,0
2018,1,23,2,30,0,0
2018,1,23,3,30,0,0
2018,1,23,4,30,0,0
2018,1,23,5,30,44,84
2018,1,23,6,30,0,25
2018,1,23,7,30,0,43
2018,1,23,8,30,329,444
2018,1,23,9,30,787,653
2018,1,23,10,30,55,308
2018,1,23,11,30,208,377
2018,1,23,12,30,60,217
2018,1,23,13,30,37,127
2018,1,23,14,30,0,32
2018,1,23,15,30,0,0
2018,1,23,16,30,0,0
2018,1,23,17,30,0,0
2018,1,23,18,30,0,0
2018,1,23,19,30,0,0
2018,1,23,20,30,0,0
2018,1,23,21,30,0,0
2018,1,23,22,30,0,0
2018,1,23,23,30,0,0
2018,1,24,0,30,0,0
2018,1,24,1,30,0,0
2018,1,24,2,30,0,0
2018,1,24,3,30,0,0
2018,1,24,4,30,0,0
2018,1,24,5,30,0,9
2018,1,24,6,30,0,24
2018,1,24,7,30,736,476
2018,1,24,8,30,817,600
2018,1,24,9,30,718,638
2018,1,24,10,30,41,290
2018,1,24,11,30,0,86
2018,1,24,12,30,30,193
2018,1,24,13,30,38,129
2018,1,24,14,30,0,34
2018,1,24,15,30,0,0
2018,1,24,16,30,0,0
2018,1,24,17,30,0,0
2018,1,24,18,30,0,0
2018,1,24,19,30,0,0
2018,1,24,20,30,0,0
2018,1,24,21,30,0,0
2018,1,24,22,30,0,0
2018,1,24,23,30,0,0
2018,1,25,0,30,0,0
2018,1,25,1,30,0,0
2018,1,25,2,30,0,0
2018,1,25,3,30,0,0
2018,1,25,4,30,0,0
2018,1,25,5,30,0,41
2018,1,25,6,30,0,29
2018,1,25,7,30,22,196
2018,1,25,8,30,0,55
2018,1,25,9,30,18,245
2018,1,25,10,30,14,230
2018,1,25,11,30,0,58
2018,1,25,12,30,0,21
2018,1,25,13,30,0,23
2018,1,25,14,30,0,6
2018,1,25,15,30,0,0
2018,1,25,16,30,0,0
2018,1,25,17,30,0,0
2018,1,25,18,30,0,0
2018,1,25,19,30,0,0
2018,1,25,20,30,0,0
2018,1,25,21,30,0,0
2018,1,25,22,30,0,0
2018,1,25,23,30,0,0
2018,1,26,0,30,0,0
2018,1,26,1,30,0,0
2018,1,26,2,30,0,0
2018,1,26,3,30,0,0
2018,1,26,4,30,0,0
2018,1,26,5,30,0,38
2018,1,26,6,30,469,301
2018,1,26,7,30,612,471
2018,1,26,8,30,34,260
2018,1,26,9,30,0,63
2018,1,26,10,30,0,71
2018,1,26,11,30,0,103
2018,1,26,12,30,0,48
2018,1,26,13,30,0,81
2018,1,26,14,30,0,29
2018,1,26,15,30,0,0
2018,1,26,16,30,0,0
2018,1,26,17,30,0,0
2018,1,26,18,30,0,0
2018,1,26,19,30,0,0
2018,1,26,20,30,0,0
2018,1,26,21,30,0,0
2018,1,26,22,30,0,0
2018,1,26,23,30,0,0
2018,1,27,0,30,0,0
2018,1,27,1,30,0,0
2018,1,27,2,30,0,0
2018,1,27,3,30,0,0
2018,1,27,4,30,0,0
2018,1,27,5,30,362,124
2018,1,27,6,30,0,25
2018,1,27,7,30,0,42
2018,1,27,8,30,0,84
2018,1,27,9,30,0,62
2018,1,27,10,30,0,60
2018,1,27,11,30,0,52
2018,1,27,12,30,0,38
2018,1,27,13,30,0,22
2018,1,27,14,30,0,6
2018,1,27,15,30,0,0
2018,1,27,16,30,0,0
2018,1,27,17,30,0,0
2018,1,27,18,30,0,0
2018,1,27,19,30,0,0
2018,1,27,20,30,0,0
2018,1,27,21,30,0,0
2018,1,27,22,30,0,0
2018,1,27,23,30,0,0
2018,1,28,0,30,0,0
2018,1,28,1,30,0,0
2018,1,28,2,30,0,0
2018,1,28,3,30,0,0
2018,1,28,4,30,0,0
2018,1,28,5,30,381,128
2018,1,28,6,30,653,325
2018,1,28,7,30,47,229
2018,1,28,8,30,859,626
2018,1,28,9,30,72,341
2018,1,28,10,30,122,384
2018,1,28,11,30,338,444
2018,1,28,12,30,2,157
2018,1,28,13,30,0,52
2018,1,28,14,30,0,7
2018,1,28,15,30,0,0
2018,1,28,16,30,0,0
2018,1,28,17,30,0,0
2018,1,28,18,30,0,0
2018,1,28,19,30,0,0
2018,1,28,20,30,0,0
2018,1,28,21,30,0,0
2018,1,28,22,30,0,0
2018,1,28,23,30,0,0
2018,1,29,0,30,0,0
2018,1,29,1,30,0,0
2018,1,29,2,30,0,0
2018,1,29,3,30,0,0
2018,1,29,4,30,0,0
2018,1,29,5,30,0,10
2018,1,29,6,30,0,26
2018,1,29,7,30,0,68
2018,1,29,8,30,0,56
2018,1,29,9,30,0,63
2018,1,29,10,30,376,518
2018,1,29,11,30,2,175
2018,1,29,12,30,65,232
2018,1,29,13,30,119,169
2018,1,29,14,30,1,46
2018,1,29,15,30,0,0
2018,1,29,16,30,0,0
2018,1,29,17,30,0,0
2018,1,29,18,30,0,0
2018,1,29,19,30,0,0
2018,1,29,20,30,0,0
2018,1,29,21,30,0,0
2018,1,29,22,30,0,0
2018,1,29,23,30,0,0
2018,1,30,0,30,0,0
2018,1,30,1,30,0,0
2018,1,30,2,30,0,0
2018,1,30,3,30,0,0
2018,1,30,4,30,0,0
2018,1,30,5,30,455,136
2018,1,30,6,30,693,334
2018,1,30,7,30,809,508
2018,1,30,8,30,869,634
2018,1,30,9,30,864,691
2018,1,30,10,30,858,682
2018,1,30,11,30,829,607
2018,1,30,12,30,136,277
2018,1,30,13,30,0,41
2018,1,30,14,30,305,94
2018,1,30,15,30,0,0
2018,1,30,16,30,0,0
2018,1,30,17,30,0,0
2018,1,30,18,30,0,0
2018,1,30,19,30,0,0
2018,1,30,20,30,0,0
2018,1,30,21,30,0,0
2018,1,30,22,30,0,0
2018,1,30,23,30,0,0
2018,1,31,0,30,0,0
2018,1,31,1,30,0,0
2018,1,31,2,30,0,0
2018,1,31,3,30,0,0
2018,1,31,4,30,0,0
2018,1,31,5,30,447,137
2018,1,31,6,30,696,337
2018,1,31,7,30,815,514
2018,1,31,8,30,876,641
2018,1,31,9,30,855,695
2018,1,31,10,30,860,689
2018,1,31,11,30,838,616
2018,1,31,12,30,741,474
2018,1,31,13,30,614,293
2018,1,31,14,30,332,98
2018,1,31,15,30,0,0
2018,1,31,16,30,0,0
2018,1,31,17,30,0,0
2018,1,31,18,30,0,0
2018,1,31,19,30,0,0
2018,1,31,20,30,0,0
2018,1,31,21,30,0,0
2018,1,31,22,30,0,0
2018,1,31,23,30,0,0
2018,2,1,0,30,0,0
2018,2,1,1,30,0,0
2018,2,1,2,30,0,0
2018,2,1,3,30,0,0
2018,2,1,4,30,0,0
2018,2,1,5,30,438,139
2018,2,1,6,30,0,123
2018,2,1,7,30,24,209
2018,2,1,8,30,873,650
2018,2,1,9,30,861,707
2018,2,1,10,30,863,701
2018,2,1,11,30,838,626
2018,2,1,12,30,707,477
2018,2,1,13,30,571,295
2018,2,1,14,30,275,98
2018,2,1,15,30,0,0
2018,2,1,16,30,0,0
2018,2,1,17,30,0,0
2018,2,1,18,30,0,0
2018,2,1,19,30,0,0
2018,2,1,20,30,0,0
2018,2,1,21,30,0,0
2018,2,1,22,30,0,0
2018,2,1,23,30,0,0
2018,2,2,0,30,0,0
2018,2,2,1,30,0,0
2018,2,2,2,30,0,0
2018,2,2,3,30,0,0
2018,2,2,4,30,0,0
2018,2,2,5,30,317,135
2018,2,2,6,30,572,334
2018,2,2,7,30,707,513
2018,2,2,8,30,779,642
2018,2,2,9,30,802,702
2018,2,2,10,30,804,697
2018,2,2,11,30,771,621
2018,2,2,12,30,637,473
2018,2,2,13,30,503,293
2018,2,2,14,30,218,99
2018,2,2,15,30,0,0
2018,2,2,16,30,0,0
2018,2,2,17,30,0,0
2018,2,2,18,30,0,0
2018,2,2,19,30,0,0
2018,2,2,20,30,0,0
2018,2,2,21,30,0,0
2018,2,2,22,30,0,0
2018,2,2,23,30,0,0
2018,2,3,0,30,0,0
2018,2,3,1,30,0,0
2018,2,3,2,30,0,0
2018,2,3,3,30,0,0
2018,2,3,4,30,0,0
2018,2,3,5,30,171,100
2018,2,3,6,30,214,229
2018,2,3,7,30,159,315
2018,2,3,8,30,236,433
2018,2,3,9,30,414,555
2018,2,3,10,30,559,592
2018,2,3,11,30,730,577
2018,2,3,12,30,667,477
2018,2,3,13,30,515,295
2018,2,3,14,30,226,100
2018,2,3,15,30,0,0
2018,2,3,16,30,0,0
2018,2,3,17,30,0,0
2018,2,3,18,30,0,0
2018,2,3,19,30,0,0
2018,2,3,20,30,0,0
2018,2,3,21,30,0,0
2018,2,3,22,30,0,0
2018,2,3,23,30,0,0
2018,2,4,0,30,0,0
2018,2,4,1,30,0,0
2018,2,4,2,30,0,0
2018,2,4,3,30,0,0
2018,2,4,4,30,0,0
2018,2,4,5,30,68,83
2018,2,4,6,30,127,203
2018,2,4,7,30,379,402
2018,2,4,8,30,772,608
2018,2,4,9,30,847,688
2018,2,4,10,30,667,631
2018,2,4,11,30,579,540
2018,2,4,12,30,495,413
2018,2,4,13,30,400,252
2018,2,4,14,30,276,93
2018,2,4,15,30,0,0
2018,2,4,16,30,0,0
2018,2,4,17,30,0,0
2018,2,4,18,30,0,0
2018,2,4,19,30,0,0
2018,2,4,20,30,0,0
2018,2,4,21,30,0,0
2018,2,4,22,30,0,0
2018,2,4,23,30,0,0
2018,2,5,0,30,0,0
2018,2,5,1,30,0,0
2018,2,5,2,30,0,0
2018,2,5,3,30,0,0
2018,2,5,4,30,0,0
2018,2,5,5,30,178,104
2018,2,5,6,30,160,217
2018,2,5,7,30,242,357
2018,2,5,8,30,330,481
2018,2,5,9,30,244,487
2018,2,5,10,30,196,456
2018,2,5,11,30,216,418
